experiment,config_name,dataset,condition,condition_value,model,seed,n_train,n_test,treated_fraction_train,fit_seconds,pehe,abs_ate_error,cate_mae,cate_bias,ate_true,ate_hat,policy_value,policy_regret,optimal_policy_value,pehe_tau_q1,pehe_tau_q2,pehe_tau_q3,pehe_tau_q4,diag_treated_fraction,diag_ps_min,diag_ps_max,diag_ps_frac_below_0.1,diag_ps_frac_above_0.9,diag_ps_ks_treated_vs_control,diag_smd_mean,diag_smd_max,diag_smd_frac_above_0.1,error
ablation,ablation,ihdp,ablation,full,neural_rep,10,672,75,0.18601190476190477,2.5162549018859863,0.8275309678709464,0.015707411617707834,0.6709146453543887,0.01570741161770802,4.335689215411743,4.351396627029451,8.590293827155552,0.008653740921177544,8.59894756807673,0.8653379745621251,0.8630546953097433,0.793086696708433,0.7872300314389176,0.18601190476190477,0.015471563899278569,0.580730954614321,0.28422619047619047,0.0,0.38249360146252287,0.1757904914173024,0.36082088623975367,0.64,
ablation,ablation,ihdp,ablation,full,neural_rep,11,672,75,0.1875,1.6912987232208252,0.809991556476242,0.22071646542569923,0.5993503929498657,-0.22071646542569828,4.390080635994342,4.169364170568643,13.546475349763721,0.004446227031381866,13.550921576795103,1.1312255951109789,0.6220446643214385,0.7786894597809622,0.5806991314224766,0.1875,0.01741262031357248,0.6618507329651547,0.30952380952380953,0.0,0.38400488400488403,0.18346590456712608,0.40355290335897287,0.6,
ablation,ablation,ihdp,ablation,full,neural_rep,12,672,75,0.18303571428571427,2.2733330726623535,5.818846599049498,0.4945841522050891,3.669142576772178,0.49458415220508906,8.167656931020298,8.662241083225387,84.59432258108659,0.09665369079250752,84.6909762718791,10.187279750656776,4.307444807440851,2.5433335444215524,2.4139360346739442,0.18303571428571427,0.016671550331679295,0.578495639764899,0.3288690476190476,0.0,0.38144742103158735,0.17752235681875578,0.375524745742867,0.64,
ablation,ablation,ihdp,ablation,full,neural_rep,13,672,75,0.18303571428571427,1.45760178565979,0.8904073414386081,0.09421600920161577,0.6907352332921979,0.09421600920161591,3.9256817327171536,4.019897741918769,6.247837970016093,0.0,6.247837970016093,0.6623052453728512,0.4807038101985883,0.9593221612864122,1.1439896983001925,0.18303571428571427,0.014032908181168827,0.61156006145801,0.36160714285714285,0.0,0.4250299880047981,0.18868005232949286,0.42812996619243,0.6,
ablation,ablation,ihdp,ablation,full,neural_rep,14,672,75,0.19047619047619047,0.7379124164581299,0.9655571560271418,0.04748703735070414,0.7106030592228707,0.04748703735070246,3.9636861517499717,4.011173189100676,10.497981363786467,0.05075833055655998,10.548739694343027,1.380085068305864,0.776257741926753,0.6971372321691284,0.8477248167552652,0.19047619047619047,0.01283987166930908,0.5913113117625519,0.30952380952380953,0.0,0.4094669117647059,0.1893381854682727,0.4032651071445681,0.64,
ablation,ablation,ihdp,ablation,full,neural_rep,15,672,75,0.19345238095238096,0.9307973384857178,0.8777063581293587,0.018120489621735736,0.6890688573571291,0.018120489621734473,4.488906434591061,4.507026924212797,8.900826912840778,0.0129099120055578,8.913736824846335,1.103058267248583,0.8433539862381358,0.7432919042456847,0.7732371897724006,0.19345238095238096,0.013771473535222034,0.5823490563892421,0.29017857142857145,0.0,0.41038887311950045,0.18737543530427606,0.38365521215114984,0.68,
ablation,ablation,ihdp,ablation,full,neural_rep,16,672,75,0.18452380952380953,1.7276265621185303,1.1320499238268937,0.09170440406964087,0.8686200901976016,0.09170440406964225,3.8251275537781826,3.9168319578478235,14.735357940804043,0.0,14.735357940804043,1.105228254586975,0.8253308472417727,1.1581667808819613,1.3603305164348773,0.18452380952380953,0.01643692499010905,0.5842100480842497,0.31994047619047616,0.0,0.37673651989639745,0.18297148387238008,0.40866248569475044,0.64,
ablation,ablation,ihdp,ablation,full,neural_rep,17,672,75,0.19047619047619047,1.3128223419189453,0.8956689083727458,0.16648662206689346,0.6738811409712588,-0.1664866220668921,3.7452895448900776,3.578802922823184,12.465171181160827,0.08677854908392568,12.551949730244752,1.2125166543145243,0.8441482181120642,0.8198108477598006,0.5910167356064052,0.19047619047619047,0.013476380342139428,0.5887260388472878,0.2931547619047619,0.0,0.39016544117647056,0.17703394042223594,0.39867588841528373,0.64,
ablation,ablation,ihdp,ablation,full,neural_rep,18,672,75,0.19196428571428573,1.1508207321166992,1.0564099387271348,0.2030178480453575,0.7229237689701772,-0.20301784804535725,3.9330175940637546,3.729999746018397,11.190492341183612,0.07890427234895903,11.269396613532571,1.5655707302491484,0.8829205364985282,0.5046188627843794,0.9803566621794357,0.19196428571428573,0.010555947128387845,0.6221962742786185,0.3229166666666667,0.0,0.4100389738318558,0.19747708740398498,0.4434779232077364,0.68,
ablation,ablation,ihdp,ablation,full,neural_rep,19,672,75,0.1800595238095238,1.1553635597229004,0.8498455911385238,0.3069348506299785,0.6543553273597931,-0.3069348506299785,4.182856218826348,3.87592136819637,7.383558221117317,0.029765237765394303,7.4133234588827115,0.8973428971112996,0.9011428132637811,0.8626313105367244,0.7295629547814719,0.1800595238095238,0.013806755208880923,0.5773035454954967,0.3125,0.0,0.3819951703139296,0.1801313019120182,0.41654759417115234,0.64,
ablation,ablation,ihdp,ablation,full,neural_rep,20,672,75,0.18303571428571427,2.242669105529785,1.4238451857945462,0.37905510232717443,1.0878831053690547,-0.37905510232717604,4.722805469184018,4.343750366856844,20.349676284523934,0.08100000453664435,20.430676289060578,1.9459181609213818,1.240985376581129,1.1045623490572352,1.2397553839382562,0.18303571428571427,0.017580336562783787,0.5613705514801535,0.2961309523809524,0.0,0.38104758096761293,0.16879439172196012,0.3655902985857423,0.64,
ablation,ablation,ihdp,ablation,full,neural_rep,21,672,75,0.1800595238095238,0.905648946762085,0.8180021501880197,0.1274781681249051,0.6481106022923523,-0.12747816812490462,4.107409742058923,3.979931573934018,7.261635277895863,0.01495678583826443,7.276592063734127,0.7825579907720681,0.8711096508413475,0.7476801487648437,0.8665891316392305,0.1800595238095238,0.013549389161361159,0.5467422714251008,0.34077380952380953,0.0,0.40477868938518996,0.1803477417451047,0.37690713236920903,0.68,
ablation,ablation,ihdp,ablation,full,neural_rep,22,672,75,0.18452380952380953,1.7141404151916504,0.9177415115768931,0.026205441607732638,0.7156515595189992,-0.026205441607732815,4.623469641373431,4.597264199765698,11.119140454973726,0.01945364962008611,11.138594104593812,0.9753704493162253,1.2435741028397653,0.5912478653923663,0.747438565893511,0.18452380952380953,0.013873625193160872,0.6040224336782075,0.30357142857142855,0.0,0.37962090887685424,0.18474807861552772,0.3733718584533806,0.68,
ablation,ablation,ihdp,ablation,full,neural_rep,23,672,75,0.18452380952380953,1.4883508682250977,1.6819264956079099,0.11529215741871623,1.117831989655408,-0.11529215741871608,2.019971662565434,1.9046795051467178,16.759838971896134,0.02625887974794594,16.78609785164408,2.977516075426879,1.0288662488120242,0.7436412182249337,0.8632280612112748,0.18452380952380953,0.013045008086306197,0.5695740534206457,0.29464285714285715,0.0,0.4062279255945373,0.18043539779170265,0.3958742653850422,0.64,
