experiment,config_name,dataset,condition,condition_value,model,seed,n_train,n_test,treated_fraction_train,fit_seconds,selected_config,selected_index,val_mse_selected,n_configs_evaluated,tuning_seconds,refit_seconds,pehe,abs_ate_error,cate_mae,cate_bias,ate_true,ate_hat,policy_value,policy_regret,optimal_policy_value,pehe_tau_q1,pehe_tau_q2,pehe_tau_q3,pehe_tau_q4,diag_treated_fraction,diag_ps_min,diag_ps_max,diag_ps_frac_below_0.1,diag_ps_frac_above_0.9,diag_ps_ks_treated_vs_control,diag_smd_mean,diag_smd_max,diag_smd_frac_above_0.1,error,diag_true_ps_min,diag_true_ps_max
fair_selection,fair_selection,synthetic,scenario,ihdp_baseline,s_learner,10,672,75,0.18601190476190477,1.3303368091583252,"{'base_learner': 'gbm', 'n_estimators': 200, 'max_depth': 2, 'learning_rate': 0.05}",3,0.1444438661636766,6,1.1080925464630127,0.22036194801330566,0.8014929931366789,0.2143820710661979,0.5806758166927074,-0.21438207106619747,4.335689215411743,4.121307144345545,8.581004323616582,0.017943244460147056,8.59894756807673,0.9700056614762731,0.6996577131255391,0.7103435479169009,0.7915165332578409,0.18601190476190477,0.015471563899278569,0.580730954614321,0.28422619047619047,0.0,0.38249360146252287,0.1757904914173024,0.36082088623975367,0.64,,,
fair_selection,fair_selection,synthetic,scenario,ihdp_baseline,s_learner,11,672,75,0.1875,1.7984583377838135,"{'base_learner': 'gbm', 'n_estimators': 400, 'max_depth': 3, 'learning_rate': 0.05}",5,0.13183699117406417,6,1.217827320098877,0.5780863761901855,1.5651909062455818,0.06245061901656079,1.197708016452389,-0.06245061901655989,4.390080635994342,4.327630016977781,13.44385613242315,0.10706544437195298,13.550921576795103,2.2567411903190973,0.9134780671443871,1.2316856855841,1.5066179555340389,0.1875,0.01741262031357248,0.6618507329651547,0.30952380952380953,0.0,0.38400488400488403,0.18346590456712608,0.40355290335897287,0.6,,,
fair_selection,fair_selection,synthetic,scenario,ihdp_baseline,s_learner,12,672,75,0.18303571428571427,1.6383283138275146,"{'base_learner': 'gbm', 'n_estimators': 400, 'max_depth': 3, 'learning_rate': 0.05}",5,0.17497359177018026,6,1.1321377754211426,0.5037176609039307,22.01402322240218,5.568711154713505,15.095831873868468,5.568711154713503,8.167656931020298,13.736368085733803,84.17643926744945,0.5145370044296413,84.6909762718791,38.60625784389775,12.085754428226148,11.355277705976274,12.457906066446927,0.18303571428571427,0.016671550331679295,0.578495639764899,0.3288690476190476,0.0,0.38144742103158735,0.17752235681875578,0.375524745742867,0.64,,,
fair_selection,fair_selection,synthetic,scenario,ihdp_baseline,s_learner,13,672,75,0.18303571428571427,1.2528176307678223,"{'base_learner': 'gbm', 'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.05}",2,0.25863382064734414,6,1.1207118034362793,0.13080382347106934,0.4512863245846419,0.09276253869880113,0.35461239748936835,-0.09276253869880127,3.9256817327171536,3.8329191940183525,6.247837970016093,0.0,6.247837970016093,0.48882055118972806,0.36975210989736373,0.47150980666262315,0.43240289621629846,0.18303571428571427,0.014032908181168827,0.61156006145801,0.36160714285714285,0.0,0.4250299880047981,0.18868005232949286,0.42812996619243,0.6,,,
fair_selection,fair_selection,synthetic,scenario,ihdp_baseline,s_learner,14,672,75,0.19047619047619047,1.2907676696777344,"{'base_learner': 'gbm', 'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.1}",4,0.2389081019752212,6,1.0515756607055664,0.23751139640808105,1.548895352449651,0.20225091858198851,1.070584563954189,0.20225091858198802,3.9636861517499717,4.16593707033196,10.454824202390894,0.09391549195213322,10.548739694343027,2.7120335992598226,0.6696630180835416,0.8737282488322952,0.9626353163308085,0.19047619047619047,0.01283987166930908,0.5913113117625519,0.30952380952380953,0.0,0.4094669117647059,0.1893381854682727,0.4032651071445681,0.64,,,
fair_selection,fair_selection,synthetic,scenario,ihdp_baseline,s_learner,15,672,75,0.19345238095238096,1.1955957412719727,"{'base_learner': 'gbm', 'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.05}",2,0.21693989089707844,6,1.062741756439209,0.13129711151123047,0.7515246855427734,0.08638055845172676,0.5502846557794375,-0.08638055845172886,4.488906434591061,4.402525876139334,8.900826912840778,0.0129099120055578,8.913736824846335,1.0893108672161738,0.45446552553079045,0.6797919340797363,0.6205223385841729,0.19345238095238096,0.013771473535222034,0.5823490563892421,0.29017857142857145,0.0,0.41038887311950045,0.18737543530427606,0.38365521215114984,0.68,,,
fair_selection,fair_selection,synthetic,scenario,ihdp_baseline,s_learner,16,672,75,0.18452380952380953,1.2555313110351562,"{'base_learner': 'gbm', 'n_estimators': 200, 'max_depth': 3, 'learning_rate': 0.1}",4,0.16798945331987097,6,1.0186083316802979,0.2352128028869629,1.8464784165684371,0.0516514550474505,1.4769122021824066,-0.05165145504744959,3.8251275537781826,3.773476098730732,14.605025003171129,0.13033293763291454,14.735357940804043,2.6699288787747033,1.347598237949114,1.623763461304552,1.4046048441068928,0.18452380952380953,0.01643692499010905,0.5842100480842497,0.31994047619047616,0.0,0.37673651989639745,0.18297148387238008,0.40866248569475044,0.64,,,
fair_selection,fair_selection,synthetic,scenario,ihdp_baseline,s_learner,17,672,75,0.19047619047619047,1.5259804725646973,"{'base_learner': 'gbm', 'n_estimators': 400, 'max_depth': 3, 'learning_rate': 0.05}",5,0.13234133769170256,6,1.0446641445159912,0.4790079593658447,1.317560216634294,0.1328002371335275,0.9037707507948298,-0.13280023713352582,3.7452895448900776,3.61248930775655,12.534804761332136,0.017144968912615965,12.551949730244752,2.011157656037687,1.0386229956625044,1.0248125181405485,0.8576335177749437,0.19047619047619047,0.013476380342139428,0.5887260388472878,0.2931547619047619,0.0,0.39016544117647056,0.17703394042223594,0.39867588841528373,0.64,,,
fair_selection,fair_selection,synthetic,scenario,ihdp_baseline,s_learner,18,672,75,0.19196428571428573,1.4920122623443604,"{'base_learner': 'gbm', 'n_estimators': 400, 'max_depth': 3, 'learning_rate': 0.05}",5,0.1422727212500044,6,1.0187039375305176,0.470257043838501,1.6827710845995596,0.04843430233614976,1.1103284792503147,0.04843430233615029,3.9330175940637546,3.9814518963999044,11.096316337420133,0.17308027611243837,11.269396613532571,2.9713978387700957,0.837849988323204,1.111652426806943,0.669189373454221,0.19196428571428573,0.010555947128387845,0.6221962742786185,0.3229166666666667,0.0,0.4100389738318558,0.19747708740398498,0.4434779232077364,0.68,,,
fair_selection,fair_selection,synthetic,scenario,ihdp_baseline,s_learner,19,672,75,0.1800595238095238,1.2068595886230469,"{'base_learner': 'gbm', 'n_estimators': 100, 'max_depth': 2, 'learning_rate': 0.1}",1,0.24236637657106727,6,1.0957419872283936,0.1097710132598877,0.9248190249297655,0.13271533527954738,0.6338508863773388,-0.1327153352795467,4.182856218826348,4.050140883546801,7.383558221117317,0.029765237765394303,7.4133234588827115,1.5218878676943406,0.46670775457634556,0.6509600553725465,0.655669004394163,0.1800595238095238,0.013806755208880923,0.5773035454954967,0.3125,0.0,0.3819951703139296,0.1801313019120182,0.41654759417115234,0.64,,,
