metric,variant,mean,full_mean,delta_vs_full,pct_change_vs_full,n_pairs,p_value,reject_h0_holm_0.05
pehe,no_regularization,1.9576054300289876,2.0084256995833885,-0.05082026955440089,-2.5303534785948334,30,0.4771064817905426,False
pehe,no_representation,2.135618814316628,2.0084256995833885,0.12719311473323947,6.3329758606267275,30,0.0020201820880174637,True
pehe,no_treatment_heads,4.5565854401082655,2.0084256995833885,2.548159740524877,126.87348807842116,30,9.313225746154785e-09,True
abs_ate_error,no_regularization,0.20172885275545324,0.22826463911333061,-0.026535786357877372,-11.625009664638716,30,0.685047073289752,False
abs_ate_error,no_representation,0.3561795168772091,0.22826463911333061,0.1279148777638785,56.037973406985,30,0.0018640067428350449,True
abs_ate_error,no_treatment_heads,1.1493754088918533,0.22826463911333061,0.9211107697785227,403.5275780587296,30,2.7623027563095093e-06,True
policy_regret,no_regularization,0.04505588208517202,0.04971264467076999,-0.004656762585597968,-9.367360389772319,30,0.46911315243545415,False
policy_regret,no_representation,0.05392124646627513,0.04971264467076999,0.00420860179550514,8.46585777799046,30,0.7379536388336091,False
policy_regret,no_treatment_heads,0.19955522681521473,0.04971264467076999,0.14984258214444474,301.4174424571483,30,0.0002931615477586367,True
