experiment,condition,condition_value,model,metric,mean,std,sem,median,iqr,n,ci_low,ci_high
fair_selection,scenario,ihdp_baseline,s_learner,pehe,4.040919269351487,8.018425544479724,1.4639575154623963,1.2370453937896786,1.7749361691255345,30,1.6152703893361575,7.217367689104342
fair_selection,scenario,ihdp_baseline,s_learner,abs_ate_error,0.6937081226397214,1.625528540257374,0.29677954978913607,0.15146649678843183,0.22470789741259223,30,0.22566102321814913,1.3453010364479683
fair_selection,scenario,ihdp_baseline,s_learner,policy_regret,0.17309583970722356,0.286857754734439,0.052372821021112195,0.06524332781472975,0.14835346825361384,30,0.08516453087053509,0.28626010466280977
fair_selection,scenario,ihdp_baseline,s_learner,policy_value,18.01679399431568,20.47649708214559,3.7384797835266177,10.763950641876168,6.040246998627696,30,11.711712303849847,25.945296470232233
fair_selection,scenario,ihdp_baseline,t_learner,pehe,2.7559479284086508,4.586344527207093,0.8373481180138969,1.0909491775502356,0.6938360316558683,30,1.316402156772087,4.5519367525155685
fair_selection,scenario,ihdp_baseline,t_learner,abs_ate_error,0.3229998920688748,0.5442968761147138,0.09937455900920786,0.12128404315874519,0.18545489365012535,30,0.15715376708817974,0.5413054077303185
fair_selection,scenario,ihdp_baseline,t_learner,policy_regret,0.08540056391428603,0.22369997167496067,0.040841840199880894,0.017443988990361703,0.0677475213887373,30,0.028438094509256103,0.17716066815987366
fair_selection,scenario,ihdp_baseline,t_learner,policy_value,18.10448927010862,20.580363414370566,3.7574430945682664,10.91013054487652,6.121212527381255,30,11.76583900508192,26.037540670243708
fair_selection,scenario,ihdp_baseline,x_learner,pehe,3.7506534892808125,6.751211240651422,1.2325968956624074,1.284405076838512,1.078899476475783,30,1.6741928299162279,6.415612527705893
fair_selection,scenario,ihdp_baseline,x_learner,abs_ate_error,0.37888920025493444,0.44600423399537326,0.08142885990069279,0.21305269814835204,0.32139030823996473,30,0.23330490955818128,0.5473420548837451
fair_selection,scenario,ihdp_baseline,x_learner,policy_regret,0.1956343674990274,0.3500704824913374,0.06391383332574092,0.0725401133286554,0.1377952164452294,30,0.08750806968968333,0.33151945248431874
fair_selection,scenario,ihdp_baseline,x_learner,policy_value,17.994255466523878,20.390324323271656,3.722746862234049,10.8273231012816,6.013789754986529,30,11.719874263445115,25.87698063481432
fair_selection,scenario,ihdp_baseline,neural_rep,pehe,1.4023325655019292,2.1861811851654083,0.3991402499694908,0.7169105765298994,0.5135210911066896,30,0.7792613637046036,2.2799362500605738
fair_selection,scenario,ihdp_baseline,neural_rep,abs_ate_error,0.2843229062933704,0.5834884789113578,0.10652993398137603,0.12440557885420711,0.17653145090995126,30,0.12344800862355287,0.5222085640043107
fair_selection,scenario,ihdp_baseline,neural_rep,policy_regret,0.020209021169663218,0.023660900153257242,0.004319869581605478,0.010781826463367672,0.02623500970062409,30,0.012419284961702831,0.02904351168511381
fair_selection,scenario,ihdp_baseline,neural_rep,policy_value,18.169680812853244,20.723626744923326,3.783599280503955,10.906482594481941,6.131226101121291,30,11.787271422481039,26.175892942839575
fair_selection,scenario,synthetic_gamma0,s_learner,pehe,0.4339013927480299,0.04528689384401039,0.008268217772568778,0.4282370235355719,0.06501789811770547,30,0.4181925161973087,0.44996507202905345
fair_selection,scenario,synthetic_gamma0,s_learner,abs_ate_error,0.22857121415249085,0.05551773243991433,0.0101361047996258,0.2172919097302548,0.09900692213859011,30,0.20957435649990902,0.24827304649247342
fair_selection,scenario,synthetic_gamma0,s_learner,policy_regret,0.008022961565594804,0.003694738818447471,0.0006745639316512215,0.007934328394234524,0.003758283581585864,30,0.006792691732132656,0.009369168533432634
fair_selection,scenario,synthetic_gamma0,s_learner,policy_value,0.9704817756867178,0.06251863917922332,0.011414289647662291,0.9751183263494452,0.0916838984089523,30,0.9483828426732798,0.9916808120312414
fair_selection,scenario,synthetic_gamma0,t_learner,pehe,0.8871281347976063,0.0406265973107333,0.007417367927255782,0.8869347606366933,0.05508576144751165,30,0.8729641138305154,0.9016216822442655
fair_selection,scenario,synthetic_gamma0,t_learner,abs_ate_error,0.060273709776293684,0.03438246921927263,0.006277351324707551,0.06071296638497148,0.043847364950803464,30,0.04842745024080695,0.07218057764925385
fair_selection,scenario,synthetic_gamma0,t_learner,policy_regret,0.09981808139252463,0.01926889519747769,0.003518002852620498,0.09711980689971089,0.018547789219101718,30,0.09323998532937613,0.106750705735222
fair_selection,scenario,synthetic_gamma0,t_learner,policy_value,0.878686655859788,0.06703331802605707,0.01223855346242971,0.8890233847976592,0.08226947668580298,30,0.8551734903287878,0.9017704566001283
fair_selection,scenario,synthetic_gamma0,x_learner,pehe,0.4307829270365144,0.027911358945938308,0.005095893635104676,0.425845127643264,0.0378359338401858,30,0.4212151901439427,0.440780486358338
fair_selection,scenario,synthetic_gamma0,x_learner,abs_ate_error,0.04458382192945902,0.027921275108975116,0.005097704070497729,0.042669788840521916,0.02400855211100203,30,0.03518914124090906,0.054685992388608086
fair_selection,scenario,synthetic_gamma0,x_learner,policy_regret,0.018885002123504545,0.006171856460185246,0.0011268216683091481,0.018864679506298443,0.010172100106931314,30,0.01674196285274127,0.02106448155316307
fair_selection,scenario,synthetic_gamma0,x_learner,policy_value,0.959619735128808,0.0625084336491953,0.011412426381326411,0.961875179391757,0.08372958922094231,30,0.9375627228026688,0.9810323351115274
fair_selection,scenario,synthetic_gamma0,neural_rep,pehe,0.5775209414266109,0.037476363593297785,0.0068422165711048534,0.583815048068193,0.01436846953375448,30,0.5626493743880315,0.5889537589683608
fair_selection,scenario,synthetic_gamma0,neural_rep,abs_ate_error,0.0648743055497324,0.03772878859319547,0.006888302859945587,0.06456876518132404,0.04644047844638702,30,0.051831572329179516,0.0785394292797367
fair_selection,scenario,synthetic_gamma0,neural_rep,policy_regret,0.008286525589229135,0.0014123573153191412,0.0002578599869525768,0.008480668248412426,0.0019330394690663943,30,0.007812649385728367,0.008793081002730066
fair_selection,scenario,synthetic_gamma0,neural_rep,policy_value,0.9702182116630836,0.06201808117424773,0.011322900677440654,0.9732040575632666,0.09308013763767375,30,0.948330168894149,0.9913670296925267
fair_selection,scenario,synthetic_gamma2,s_learner,pehe,0.6880017812471331,0.044177023690887274,0.008065584132979697,0.6830505994917387,0.04906873286604663,30,0.6728261060301228,0.7034610301061676
fair_selection,scenario,synthetic_gamma2,s_learner,abs_ate_error,0.5061627939955403,0.04768711518402254,0.008706436229545422,0.505106221244396,0.06720764331145146,30,0.48962706925926675,0.5228978360549972
fair_selection,scenario,synthetic_gamma2,s_learner,policy_regret,0.009573397860524113,0.004954368646199922,0.0009045398219066763,0.009328487182436507,0.0032147394331308032,30,0.008156682704845377,0.0115589254242427
fair_selection,scenario,synthetic_gamma2,s_learner,policy_value,0.9689313393917887,0.06336971833959687,0.011569674732448675,0.9757686853413575,0.09853594301339563,30,0.9465961107377111,0.9905283195010866
fair_selection,scenario,synthetic_gamma2,t_learner,pehe,0.953497010108223,0.04082787971655151,0.0074541168986209634,0.9550839473219765,0.044927022170295317,30,0.9391379733265451,0.9681813982336811
fair_selection,scenario,synthetic_gamma2,t_learner,abs_ate_error,0.2537854731747295,0.07514244209678808,0.013719070187478874,0.2566186362630396,0.10739437442613606,30,0.22732001964076928,0.28035289585947776
fair_selection,scenario,synthetic_gamma2,t_learner,policy_regret,0.15216507679757682,0.02061883441343957,0.003764466905901551,0.15351925201924588,0.025572246034810953,30,0.14515312595368543,0.15957812965635065
fair_selection,scenario,synthetic_gamma2,t_learner,policy_value,0.8263396604547358,0.062094778499978714,0.011336903629241715,0.8384020918212389,0.1027281729889975,30,0.8044501372845838,0.8476542200861259
fair_selection,scenario,synthetic_gamma2,x_learner,pehe,0.5804557056396703,0.03766571464779587,0.00687678718571685,0.5834874750825461,0.03764302856382429,30,0.5669745937640722,0.5936263550299146
fair_selection,scenario,synthetic_gamma2,x_learner,abs_ate_error,0.09187302960097021,0.05987139718274637,0.010930971595447148,0.08663491590994565,0.08197657402702416,30,0.07121009150424623,0.1131299483851384
fair_selection,scenario,synthetic_gamma2,x_learner,policy_regret,0.04044933350777054,0.01046333016617541,0.00191033398621285,0.03728410625792106,0.016136987392705027,30,0.03686861569032428,0.044213175905880184
fair_selection,scenario,synthetic_gamma2,x_learner,policy_value,0.9380554037445419,0.06291586078473345,0.011486812058884396,0.9445914761860669,0.08924838364963938,30,0.9155984562965612,0.9596162057311498
fair_selection,scenario,synthetic_gamma2,neural_rep,pehe,0.6096420121215994,0.020761064908021234,0.0037904345226507153,0.6041290053408683,0.02861190272817915,30,0.6027644463045486,0.617199255904724
fair_selection,scenario,synthetic_gamma2,neural_rep,abs_ate_error,0.15421816765327065,0.054752666086966516,0.009996423433126558,0.15380362416298904,0.06471769995279819,30,0.13535676930828142,0.17366026777453594
fair_selection,scenario,synthetic_gamma2,neural_rep,policy_regret,0.008558024647847199,0.0017146189176833397,0.0003130451529134196,0.008480668248412426,0.001619581877025128,30,0.007993624898311852,0.009189672633187047
fair_selection,scenario,synthetic_gamma2,neural_rep,policy_value,0.9699467126044656,0.06221422671232755,0.011358711789360756,0.9732040575632666,0.09308013763767375,30,0.947986362085739,0.9911552260719554
fair_selection,scenario,synthetic_gamma3,s_learner,pehe,0.7708816622949094,0.04080840099345874,0.007450560586611194,0.7656156163305738,0.04098857119432919,30,0.7561566577634294,0.7848943852151773
fair_selection,scenario,synthetic_gamma3,s_learner,abs_ate_error,0.5974467903570477,0.045076292694256566,0.008229767439116548,0.5974512173649695,0.056034830834659544,30,0.5813552042221551,0.6130418050810825
fair_selection,scenario,synthetic_gamma3,s_learner,policy_regret,0.010942437513100462,0.005880286959126329,0.001073588604038983,0.009305021727487817,0.003591814479733474,30,0.009091057666224369,0.013213727036705336
fair_selection,scenario,synthetic_gamma3,s_learner,policy_value,0.9675622997392123,0.06408673644122642,0.011700583728582688,0.9702510071368278,0.09972442381227187,30,0.9449158969809597,0.98926815495256
fair_selection,scenario,synthetic_gamma3,t_learner,pehe,1.0048222036743242,0.03699485464962241,0.006754305467741024,0.9993953987779749,0.05164470108901775,30,0.9915529758642389,1.017877909535671
fair_selection,scenario,synthetic_gamma3,t_learner,abs_ate_error,0.35334113623072383,0.09941305432238137,0.01815025745428491,0.37139856333386917,0.122214758869367,30,0.3173822139554961,0.3868195375513335
fair_selection,scenario,synthetic_gamma3,t_learner,policy_regret,0.18255547675394357,0.023795900159534342,0.004344517097839247,0.17941196677769372,0.037908536889770694,30,0.17423984767507666,0.19095599067099006
fair_selection,scenario,synthetic_gamma3,t_learner,policy_value,0.795949260498369,0.0609102089266622,0.011120631803828473,0.815205244549143,0.08080858110499722,30,0.7746868554799067,0.8167965135924743
fair_selection,scenario,synthetic_gamma3,x_learner,pehe,0.6275500877596394,0.025001635712165626,0.004564653284693284,0.6270906555605398,0.027307093033622776,30,0.6188423330905898,0.6365481901924599
fair_selection,scenario,synthetic_gamma3,x_learner,abs_ate_error,0.105322882870067,0.058435641763059196,0.010668839718639493,0.0992635052590361,0.09218616403129126,30,0.08529893961276774,0.1261325049690716
fair_selection,scenario,synthetic_gamma3,x_learner,policy_regret,0.04729486943299411,0.011151263687662255,0.0020359328888069532,0.04664218633971062,0.01572472949819706,30,0.043407523742889156,0.051308492912319675
fair_selection,scenario,synthetic_gamma3,x_learner,policy_value,0.9312098678193187,0.06616610200453797,0.012080222203357745,0.9395812737455773,0.09086454393061816,30,0.9076962945344361,0.9539208764672419
fair_selection,scenario,synthetic_gamma3,neural_rep,pehe,0.6231940482575263,0.030020147075072334,0.00548090391087995,0.6216973581067982,0.024496505611784514,30,0.6134968991868344,0.6343810172342816
fair_selection,scenario,synthetic_gamma3,neural_rep,abs_ate_error,0.19926934326125398,0.0764415518948447,0.013956254101169404,0.19328954076013038,0.10511504349742307,30,0.17328835492304184,0.2264298474007391
fair_selection,scenario,synthetic_gamma3,neural_rep,policy_regret,0.01040991990542689,0.009675719652750978,0.0017665366379692544,0.00850918062019812,0.0019143535074143125,30,0.008177052840225964,0.014327702225341177
fair_selection,scenario,synthetic_gamma3,neural_rep,policy_value,0.9680948173468857,0.061616034077294636,0.011249497256047096,0.9674868363190252,0.09308013763767375,30,0.9464366538126372,0.989072228034435
fair_selection,scenario,synthetic_imbalance10,s_learner,pehe,0.7275194116072339,0.08772662447942772,0.016016617040389154,0.7330818094371132,0.10661083705761998,30,0.6961569519683553,0.7574662040627569
fair_selection,scenario,synthetic_imbalance10,s_learner,abs_ate_error,0.534073431747395,0.09813677245365934,0.017917241331206944,0.5451292254428709,0.10340864771888864,30,0.49845069763079597,0.5673808037194142
fair_selection,scenario,synthetic_imbalance10,s_learner,policy_regret,0.010637844719281076,0.008640209959667916,0.0015774792988303063,0.007645183225313046,0.0062656745887221255,30,0.007930830035392036,0.014023319670363887
fair_selection,scenario,synthetic_imbalance10,s_learner,policy_value,0.9678668925330315,0.06451679097699367,0.011779100585315066,0.9780545691209994,0.09390674465121918,30,0.9449496192250617,0.9898271769783018
fair_selection,scenario,synthetic_imbalance10,t_learner,pehe,1.2820923397281265,0.08126710655496554,0.014837275814443525,1.2851104307349557,0.08237870824781357,30,1.2543508564760184,1.3111394009554316
