experiment,condition,condition_value,model,metric,mean,std,sem,median,iqr,n,ci_low,ci_high
sensitivity,latent_dim,4.0,neural_rep,pehe,2.10251863402007,3.9583760693167487,1.2517484214545473,0.9025015905740926,0.17434098424412603,10,0.7956972747519776,4.625341336442974
sensitivity,latent_dim,4.0,neural_rep,abs_ate_error,0.2864747282400245,0.2766945156243632,0.08749848854500343,0.2238453296122287,0.24853315362009976,10,0.14847874947312437,0.4683931825930334
sensitivity,latent_dim,4.0,neural_rep,policy_regret,0.037270518614416125,0.052379326379618805,0.01656379736649368,0.011814378980336215,0.046067302602606386,10,0.009824779387349113,0.07006657002795079
sensitivity,latent_dim,4.0,neural_rep,policy_value,15.065394707350674,16.267230280412114,5.144149890856183,8.310168596566093,5.453307076171897,10,7.71873820330333,25.55057661754745
sensitivity,latent_dim,8.0,neural_rep,pehe,1.9493224243952039,3.5487991708129063,1.1222288338285722,0.8811873909104954,0.23571068537133588,10,0.7555729560624012,4.221848474961863
sensitivity,latent_dim,8.0,neural_rep,abs_ate_error,0.2684630172152952,0.20015596030492902,0.06329487218218259,0.20872153676919347,0.26146832727858393,10,0.15491462103615444,0.3892322668779359
sensitivity,latent_dim,8.0,neural_rep,policy_regret,0.025681651341969935,0.03374915726277872,0.010672420606159454,0.013017360736753858,0.031413252263243985,10,0.007950997200762153,0.04679059319172914
sensitivity,latent_dim,8.0,neural_rep,policy_value,15.076983574623119,16.282054479552116,5.148837714233214,8.3283531810102,5.464853662389579,10,7.721809786898118,25.572014253826385
sensitivity,latent_dim,16.0,neural_rep,pehe,1.7925151600607556,3.004425787725547,0.9500828550158282,0.8243753410022889,0.32412910283306373,10,0.7481518408508656,3.7209981117242132
sensitivity,latent_dim,16.0,neural_rep,abs_ate_error,0.17489422364493654,0.09248206169937728,0.029245395767825446,0.16704469735787342,0.10895136228231217,10,0.1203994401357668,0.2291955264621847
sensitivity,latent_dim,16.0,neural_rep,policy_regret,0.0317333123151939,0.03875867847738446,0.012256570308668186,0.015547708006264926,0.06325812257175056,10,0.010574420815526864,0.05547214440356427
sensitivity,latent_dim,16.0,neural_rep,policy_value,15.070931913649895,16.282172588247825,5.148875063482206,8.3283531810102,5.424458525359363,10,7.719435211242735,25.562908277983183
sensitivity,latent_dim,32.0,neural_rep,pehe,1.9725305906359467,3.548164365976799,1.1220280909133933,0.9233943686272861,0.29547683501393895,10,0.7713997570393984,4.244830660336435
sensitivity,latent_dim,32.0,neural_rep,abs_ate_error,0.16021160640264095,0.11146157886172212,0.035247246080151985,0.14912497150414405,0.1326364997559213,10,0.10011345839035152,0.23034693153043978
sensitivity,latent_dim,32.0,neural_rep,policy_regret,0.03956417084557016,0.051912187940126385,0.0164160752213524,0.018360091115674493,0.07300518865815708,10,0.01239785238077067,0.07173957181388771
sensitivity,latent_dim,32.0,neural_rep,policy_value,15.063101055119521,16.26099898867059,5.142179383389361,8.3283531810102,5.423128753809134,10,7.718890004907142,25.540201461678798
sensitivity,latent_dim,64.0,neural_rep,pehe,1.8852972089827245,3.3429762296261902,1.0571419049420818,0.8514460907434774,0.31611123126013185,10,0.7539814313900759,4.024162154673941
sensitivity,latent_dim,64.0,neural_rep,abs_ate_error,0.253267544141906,0.3300221592842494,0.10436217016651123,0.14544999236162837,0.1626606746005803,10,0.10170904846921816,0.47314305244209787
sensitivity,latent_dim,64.0,neural_rep,policy_regret,0.04058773767427386,0.05495489394163487,0.017378263342855457,0.010623762007359261,0.0720498562796652,10,0.011672933782237568,0.07449979217402837
sensitivity,latent_dim,64.0,neural_rep,policy_value,15.062077488290816,16.267784052600387,5.1443250089981625,8.310168596566093,5.427324522494838,10,7.717651306134127,25.54380640539717
sensitivity,weight_decay,0.0,neural_rep,pehe,1.9719017533172996,3.5687656851739726,1.1285428000601152,0.9087028782438437,0.2794294752711769,10,0.7656127464189703,4.257491437901815
sensitivity,weight_decay,0.0,neural_rep,abs_ate_error,0.13714338861114328,0.10091691644260545,0.03191273103995302,0.13802520664789641,0.17213472683176456,10,0.07894523111952696,0.19762903176783606
sensitivity,weight_decay,0.0,neural_rep,policy_regret,0.04193801701802382,0.051320052781562195,0.016228825642979623,0.021280649901872284,0.07556885993920859,10,0.014618207225658963,0.07368481611486774
sensitivity,weight_decay,0.0,neural_rep,policy_value,15.060727208947066,16.259107407151443,5.141581212791323,8.3283531810102,5.427324522494838,10,7.719420532602962,25.53853908772425
sensitivity,weight_decay,1e-05,neural_rep,pehe,1.98900927125678,3.6377652962009277,1.1503623929112001,0.9048981171221768,0.2831065351397727,10,0.7567995612865213,4.318348323191851
sensitivity,weight_decay,1e-05,neural_rep,abs_ate_error,0.23511478193372887,0.2830326411117675,0.08950277980861968,0.21757674502554902,0.2102926015061265,10,0.10061467232930396,0.4244134159630228
sensitivity,weight_decay,1e-05,neural_rep,policy_regret,0.03994630379696691,0.051601727088250164,0.0163178988797279,0.018360091115674493,0.0720498562796652,10,0.012905475406366574,0.07193585557008682
sensitivity,weight_decay,1e-05,neural_rep,policy_value,15.062718922168122,16.261224167287576,5.142250591120366,8.3283531810102,5.42599475094461,10,7.718873531267941,25.540201461678798
sensitivity,weight_decay,0.0001,neural_rep,pehe,1.9725305906359467,3.548164365976799,1.1220280909133933,0.9233943686272861,0.29547683501393895,10,0.7713997570393984,4.244830660336435
sensitivity,weight_decay,0.0001,neural_rep,abs_ate_error,0.16021160640264095,0.11146157886172212,0.035247246080151985,0.14912497150414405,0.1326364997559213,10,0.10011345839035152,0.23034693153043978
sensitivity,weight_decay,0.0001,neural_rep,policy_regret,0.03956417084557016,0.051912187940126385,0.0164160752213524,0.018360091115674493,0.07300518865815708,10,0.01239785238077067,0.07173957181388771
sensitivity,weight_decay,0.0001,neural_rep,policy_value,15.063101055119521,16.26099898867059,5.142179383389361,8.3283531810102,5.423128753809134,10,7.718890004907142,25.540201461678798
sensitivity,weight_decay,0.001,neural_rep,pehe,1.8221546085589782,3.159801663916298,0.9992170212365381,0.8506166604040907,0.2844198068329049,10,0.7503084399237976,3.8440561217238542
sensitivity,weight_decay,0.001,neural_rep,abs_ate_error,0.1929038056753382,0.21070669839783765,0.06663130851913183,0.15556284984499258,0.16894551360205545,10,0.09295482455684946,0.3335505983094387
sensitivity,weight_decay,0.001,neural_rep,policy_regret,0.0501966568118009,0.08364871004753809,0.026452044708523192,0.010623762007359261,0.0720498562796652,10,0.011409424749159935,0.10365696887017302
sensitivity,weight_decay,0.001,neural_rep,policy_value,15.052468569153291,16.22735403868733,5.131539916018407,8.3283531810102,5.427324522494838,10,7.719420532602962,25.506939678993515
sensitivity,weight_decay,0.01,neural_rep,pehe,1.7815133672881678,3.2618172579101077,1.0314771846240813,0.8119133472149075,0.3279877902020303,10,0.6703781290676202,3.8723746823871594
sensitivity,weight_decay,0.01,neural_rep,abs_ate_error,0.3025298503591175,0.37175028367031016,0.11755776172118797,0.18886850275804146,0.12468202712613985,10,0.13193847710372833,0.5498323401259028
sensitivity,weight_decay,0.01,neural_rep,policy_regret,0.03092237071494903,0.04394695746379187,0.013897248182011903,0.015700548015216143,0.02737005244564905,10,0.008668517362917428,0.059389975489203106
sensitivity,weight_decay,0.01,neural_rep,policy_value,15.07174285525014,16.29826417853458,5.153963671130244,8.310168596566093,5.427324522494838,10,7.717651306134127,25.574490050784153
sensitivity,lr,0.0001,neural_rep,pehe,2.397247713205201,4.522591393573915,1.430168972996857,0.952496384062557,0.31226113715761605,10,0.7888224575761131,5.306879189329526
sensitivity,lr,0.0001,neural_rep,abs_ate_error,0.268661707729911,0.4000967313561491,0.12652169554739398,0.11433518013660726,0.18588468044334794,10,0.09702613783739276,0.5328574412445783
sensitivity,lr,0.0001,neural_rep,policy_regret,0.07309285666906877,0.11866890767126605,0.03752640356854286,0.021280649901872284,0.0920993283459477,10,0.01824926242703991,0.1499121913358726
sensitivity,lr,0.0001,neural_rep,policy_value,15.029572369296023,16.183504739281307,5.117673550025836,8.3283531810102,5.427324522494838,10,7.719420532602962,25.45970695554437
sensitivity,lr,0.0005,neural_rep,pehe,2.039037617660984,3.7307648875997654,1.1797714459397333,0.8457202011934398,0.3788626590866536,10,0.7480549109931408,4.436749951287277
